Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
JCAP,"Jernigan Capital, Inc.",14.38,$334.65M,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jcap
JCAP^B,"Jernigan Capital, Inc.",24.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jcap^b
JT,Jianpu Technology Inc.,0.904,$152.84M,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,15.87,$705.06M,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/jks
JMP,JMP Group LLC,2.79,$54.62M,2007,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jmp
JBT,John Bean Technologies Corporation,81.78,$2.59B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,24.31,$454.39M,1994,n/a,n/a,https://old.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,11.45,$139.96M,2011,n/a,n/a,https://old.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,14.38,$167.48M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,15.675,$136.48M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,18.12,$386.83M,2002,n/a,n/a,https://old.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,19.56,$510.89M,2002,n/a,n/a,https://old.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,16.19,$512.64M,2003,n/a,n/a,https://old.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,13.75,$668.02M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,19.38,$685.92M,2004,n/a,n/a,https://old.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,5.24,$57.19M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,144.02,$379.69B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jnj
JCI,Johnson Controls International plc,35.25,$26.22B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jci
JLL,Jones Lang LaSalle Incorporated,106.4,$5.49B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/jll
JMIA,Jumia Technologies AG,5.64,$442.22M,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/jmia
JIH,"Juniper Industrial Holdings, Inc.",9.94,$428.66M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/jih
JIH.U,"Juniper Industrial Holdings, Inc.",n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/jih.u
JIH.WS,"Juniper Industrial Holdings, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jih.ws
JNPR,"Juniper Networks, Inc.",23.99,$7.95B,1999,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,1.41,$47.54M,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",0.5916,$89.68M,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/je
JE^A,"Just Energy Group, Inc.",3.33,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/je^a
LRN,K12 Inc,24.57,$1.01B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/lrn
KAI,Kadant Inc,104.19,$1.2B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kai
KDMN,"Kadmon Holdings, Inc.",4.62,$739.32M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kdmn
KAMN,Kaman Corporation,43,$1.19B,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,147.26,$13.99B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,26.835,n/a,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu^
KAR,"KAR Auction Services, Inc",15.91,$2.06B,2009,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kar
KMF,"Kayne Anderson Midstream Energy Fund, Inc",4.88,$230.32M,2010,n/a,n/a,https://old.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP/Midstream Investment Company,5.89,$744.13M,2004,n/a,n/a,https://old.nasdaq.com/symbol/kyn
KB,KB Financial Group Inc,28.21,$10.99B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/kb
KBH,KB Home,33.83,$3.31B,1986,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",25.35,$3.61B,2006,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/kbr
K,Kellogg Company,67.08,$22.99B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/k
KMPR,Kemper Corporation,70.95,$4.63B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,28.99,$2.4B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,16.11,$2.31B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/kw
KEN,Kenon Holdings Ltd.,21.31,$1.15B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ken
KDP,Keurig Dr Pepper Inc.,28.74,$40.44B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/kdp
KEY,KeyCorp,13.48,$13.15B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/key
KEY^I,KeyCorp,26.68,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^i
KEY^J,KeyCorp,25.34,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^j
KEY^K,KeyCorp,25.4454,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^k
KEYS,Keysight Technologies Inc.,104.31,$19.51B,2014,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,64.46,$7.42B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,8.39,$501.65M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,142.05,$48.37B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,13.33,$5.77B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kim
KIM^L,Kimco Realty Corporation,24.545,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kim^l
KIM^M,Kimco Realty Corporation,25.01,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kim^m
KMI,"Kinder Morgan, Inc.",15.68,$35.47B,2011,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/kmi
KFS,"Kingsway Financial Services, Inc.",2.14,$49.13M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,6.3,$7.92B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,54.75,$3.29B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,37.23,$10.32B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,11.92,$1B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krg
KKR,KKR & Co. Inc.,30.83,$26.06B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. Inc.,25.73,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. Inc.,26.12,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kkr^b
KIO,KKR Income Opportunities Fund,12.44,$253.03M,2013,n/a,n/a,https://old.nasdaq.com/symbol/kio
KREF,KKR Real Estate Finance Trust Inc.,17.56,$967.37M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kref
KNX,"Knight Transportation, Inc.",40.94,$6.95B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",12.63,$639.68M,2004,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,14.54,$475.37M,2013,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/knop
KN,Knowles Corporation,16.18,$1.48B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,23.57,$3.72B,1992,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,46.84,$42.01B,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/phg
KTB,"Kontoor Brands, Inc.",17.96,$1.03B,2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ktb
KOP,Koppers Holdings Inc.,18.41,$386.27M,2006,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,8.3,$10.66B,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",26.31,$133.42M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kf
KFY,Korn Ferry ,30.51,$1.68B,1999,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,2.1,$850.9M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/kos
KRA,Kraton Corporation,15.87,$505.53M,2009,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kra
KR,Kroger Company (The),32.81,$25.79B,n/a,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,10.04,$1.16B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kro
KT,KT Corporation,9.54,$4.68B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/kt
LB,"L Brands, Inc.",15.46,$4.3B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),3.52,$24.53M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/scx
LHX,"L3Harris Technologies, Inc.",191.43,$41.32B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lhx
LH,Laboratory Corporation of America Holdings,170.22,$16.55B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,8.11,$977.23M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ladr
LAIX,LAIX Inc.,2.6437,$130.63M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/laix
LW,"Lamb Weston Holdings, Inc.",67.83,$9.91B,2016,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lw
LCI,Lannett Co Inc,7.29,$294.16M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",17.01,$203.61M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,48.9,$37.35B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/lvs
LGI,Lazard Global Total Return and Income Fund,14.1,$183.45M,2004,n/a,n/a,https://old.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,30,$3.14B,2005,Finance,Investment Managers,https://old.nasdaq.com/symbol/laz
LZB,La-Z-Boy Incorporated,28.37,$1.31B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/lzb
LCII,LCI Industries ,118.5,$2.98B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lcii
LEAF,Leaf Group Ltd.,3.13,$83.6M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/leaf
LEA,Lear Corporation,108.24,$6.49B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",1.15,$66.86M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/lee
LGC,Legacy Acquisition Corp.,10.48,$385.72M,2017,Technology,Advertising,https://old.nasdaq.com/symbol/lgc
LGC.U,Legacy Acquisition Corp.,n/a,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/lgc.u
LGC.WS,Legacy Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lgc.ws
LM,"Legg Mason, Inc.",49.66,$4.42B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",26.05,n/a,2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",25.17,n/a,2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/lmhb
LEG,"Leggett & Platt, Incorporated",34.26,$4.53B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,29.6,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,31.9447,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,31.97,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ktn
LDOS,"Leidos Holdings, Inc.",100.19,$14.23B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,1.95,$264.75M,2014,Finance,Real Estate,https://old.nasdaq.com/symbol/leju
LC,LendingClub Corporation,5.13,$358.43M,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lc
LEN,Lennar Corporation,63.46,$19.81B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",230.19,$8.8B,1999,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lii
LHC,Leo Holdings Corp.,10.39,$252.61M,2018,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/lhc
LHC.U,Leo Holdings Corp.,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/lhc.u
LHC.WS,Leo Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lhc.ws
LEVI,Levi Strauss & Co,14.18,$5.62B,2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/levi
LXP,Lexington Realty Trust,10.99,$3.04B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,53.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lxp^c
LPL,"LG Display Co., Ltd.",4.95,$3.54B,2004,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lpl
DFNS,LGL Systems Acquisition Corp.,9.75,$210.23M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/dfns
DFNS.U,LGL Systems Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/dfns.u
DFNS.WS,LGL Systems Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dfns.ws
USA,Liberty All-Star Equity Fund,5.75,$1.2B,1986,n/a,n/a,https://old.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",6.11,$232.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asg
LBRT,Liberty Oilfield Services Inc.,6,$677.61M,2018,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/lbrt
LSI,"Life Storage, Inc.",97.52,$4.57B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lsi
LITB,"LightInTheBox Holding Co., Ltd.",0.9,$100.6M,2013,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,40.73,$7.87B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/lnc
LIN,Linde plc,207.48,$108.97B,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lin
LNN,Lindsay Corporation,92.79,$1.01B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lnn
LN,LINE Corporation,49.87,$11.96B,2016,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ln
LINX,Linx S.A.,3.7,$656.54M,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/linx
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lgf.a
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/lgf.b
LAD,"Lithia Motors, Inc.",138.34,$3.15B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lad
LAC,Lithium Americas Corp.,4.61,$415.09M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/lac
LYV,"Live Nation Entertainment, Inc.",48,$10.33B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/lyv
LOAK,Live Oak Acquisition Corp.,9.65,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/loak
LOAK.U,Live Oak Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/loak.u
LOAK.WS,Live Oak Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/loak.ws
LTHM,Livent Corporation,7.78,$1.14B,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lthm
RAMP,"LiveRamp Holdings, Inc.",43.39,$2.79B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/ramp
LYG,Lloyds Banking Group Plc,1.58,$27.95B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,10.47,$188.29M,2004,n/a,n/a,https://old.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,382.11,$107.16B,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/lmt
L,Loews Corporation,33.4,$9.4B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/l
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,4.4,$524.5M,2017,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/loma
LGVW.U,Longview Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/lgvw.u
LPX,Louisiana-Pacific Corporation,24.2,$2.72B,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",135.65,$102.42B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,1.22,$35.75M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxu
LTC,"LTC Properties, Inc.",38.96,$1.53B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",1.54,$46.97M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",12.18,$350.97M,2007,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,13.99,$400.78M,2012,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxfr
LDL,"Lydall, Inc.",13.51,$239.06M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ldl
LYB,LyondellBasell Industries NV,66.83,$22.3B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,110.07,$14.12B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mtb
MDC,"M.D.C. Holdings, Inc.",35.51,$2.24B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",35.8,$1.02B,1993,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mho
MAC,Macerich Company (The),9.25,$1.31B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,16.35,$1.48B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cli
MFD,Macquarie First Trust Global,8.12,$69.41M,2004,n/a,n/a,https://old.nasdaq.com/symbol/mfd
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,18.76,$233.91M,2005,n/a,n/a,https://old.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Corporation ,31.42,$2.73B,2004,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mic
BMA,Macro Bank Inc.,19.78,$1.26B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,7.15,$2.21B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/m
MCN,Madison Covered Call & Equity Strategy Fund,5.61,$117.51M,2004,n/a,n/a,https://old.nasdaq.com/symbol/mcn
MSGE,Madison Square Garden Entertainment Corp.,76.76,$1.84B,2020,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msge
MSGS,Madison Square Garden Sports Corp.,164.22,$3.94B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msgs
MMP,Magellan Midstream Partners L.P.,45.59,$10.26B,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mmp
MGA,"Magna International, Inc.",44.47,$13.27B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,11.23,$393.78M,2011,Technology,Semiconductors,https://old.nasdaq.com/symbol/mx
MGY,Magnolia Oil & Gas Corporation,6.04,$1.52B,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mgy
MH^A,"Maiden Holdings, Ltd.",10.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",10.0864,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^c
MH^D,"Maiden Holdings, Ltd.",9.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^d
MHLA,"Maiden Holdings, Ltd.",19.73,n/a,2016,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhla
MHNC,"Maiden Holdings, Ltd.",21.71,n/a,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhnc
MAIN,Main Street Capital Corporation,33.23,$2.16B,2007,n/a,n/a,https://old.nasdaq.com/symbol/main
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,20.37,$563.1M,2012,n/a,n/a,https://old.nasdaq.com/symbol/mmd
MNK,Mallinckrodt plc,2.52,$212.83M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnk
MANU,Manchester United Ltd.,16.36,$2.69B,2012,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/manu
MTW,"Manitowoc Company, Inc. (The)",11.16,$385.11M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mtw
